link_id,도로등급,링크 길이,도로명,시도명,시군구명,읍면동,평일주말,혼잡빈도강도
68580173401,107,2.893,운봉산로,강원도,고성군,죽왕면,weekday,0 
68580484602,107,0.03,고성대로,강원도,고성군,토성면,weekday,0 
68580491401,107,0.061,고성대로,강원도,고성군,토성면,weekday,0 
68580491402,107,0.061,고성대로,강원도,고성군,토성면,weekday,0 
68580089002,107,0.112,운봉산로,강원도,고성군,토성면,weekday,0 
68570880402,107,0.113,고성대로,강원도,고성군,토성면,weekday,0 
68570879602,107,0.131,고성대로,강원도,고성군,토성면,weekday,0 
68571383801,107,0.134,고성대로,강원도,고성군,토성면,weekday,0 
68570880802,107,0.137,고성대로,강원도,고성군,토성면,weekday,0 
68580492802,107,0.166,고성대로,강원도,고성군,토성면,weekday,0 
68580492801,107,0.166,고성대로,강원도,고성군,토성면,weekday,0 
68580493602,107,0.315,고성대로,강원도,고성군,토성면,weekday,0 
68580493601,107,0.315,고성대로,강원도,고성군,토성면,weekday,0 
68571418602,107,0.32,잼버리로,강원도,고성군,토성면,weekday,0 
68570880002,107,0.377,고성대로,강원도,고성군,토성면,weekday,0 
68580386402,107,0.675,진등길,강원도,고성군,토성면,weekday,0 
68580532901,107,0.77,,강원도,고성군,토성면,weekday,0 
68571069202,107,0.787,풍곡길,강원도,고성군,토성면,weekday,0 
68571060601,107,0.873,용원로,강원도,고성군,토성면,weekday,0 
68580442801,107,1.966,진등길,강원도,고성군,토성면,weekday,0 
68571385202,107,2.298,고성대로,강원도,고성군,토성면,weekday,0 
69420259501,107,0.027,,강원도,고성군,현내면,weekday,0 
69420121601,107,0.047,백두대간로,강원도,고성군,현내면,weekday,0 
69420230601,107,0.235,동해대로,강원도,고성군,현내면,weekday,0 
69420252201,107,0.238,금강산로,강원도,고성군,현내면,weekday,0 
69430085401,107,0.288,동해대로,강원도,고성군,현내면,weekday,0 
69430042001,107,0.305,,강원도,고성군,현내면,weekday,0 
69430002101,107,0.334,금강산로,강원도,고성군,현내면,weekday,0 
69430038201,107,0.599,백두대간로,강원도,고성군,현내면,weekday,0 
69430050201,107,1.044,금강산로,강원도,고성군,현내면,weekday,0 
69430050202,107,1.044,금강산로,강원도,고성군,현내면,weekday,0 
69420121701,107,1.149,백두대간로,강원도,고성군,현내면,weekday,0 
69420121702,107,1.149,백두대간로,강원도,고성군,현내면,weekday,0 
69430053402,107,1.163,통일전망대로,강원도,고성군,현내면,weekday,0 
69430028301,107,1.496,통일전망대로,강원도,고성군,현내면,weekday,0 
69430076001,107,2.137,마직령길,강원도,고성군,현내면,weekday,0 
68570743301,107,0.054,청대로,강원도,속초시,조양동,weekday,0 
68570743302,107,0.054,청대로,강원도,속초시,조양동,weekday,0 
68570726401,107,0.031,,강원도,속초시,금호동,weekday,100 
68570654701,107,0.038,,강원도,속초시,금호동,weekday,100 
68570653501,107,0.04,,강원도,속초시,금호동,weekday,100 
68570653502,107,0.04,,강원도,속초시,금호동,weekday,100 
68570650201,107,0.014,미시령로3337번길,강원도,속초시,노학동,weekday,100 
68570650202,107,0.014,미시령로3337번길,강원도,속초시,노학동,weekday,100 
68571202401,107,0.019,,강원도,속초시,노학동,weekday,100 
68571200601,103,0.005,동해대로,강원도,속초시,노학동,weekday,100 
68571200602,103,0.005,동해대로,강원도,속초시,노학동,weekday,100 
68571113201,103,0.01,동해대로,강원도,속초시,노학동,weekday,100 
68571113202,103,0.01,동해대로,강원도,속초시,노학동,weekday,100 
68571113001,103,0.021,동해대로,강원도,속초시,노학동,weekday,100 
68571113002,103,0.021,동해대로,강원도,속초시,노학동,weekday,100 
68571113402,103,0.023,동해대로,강원도,속초시,노학동,weekday,100 
68571113401,103,0.023,동해대로,강원도,속초시,노학동,weekday,100 
68570440201,103,0.029,동해대로,강원도,속초시,노학동,weekday,100 
68571112801,103,0.033,동해대로,강원도,속초시,노학동,weekday,100 
68570904402,103,0.053,동해대로,강원도,속초시,노학동,weekday,100 
68570439501,103,0.123,동해대로,강원도,속초시,노학동,weekday,100 
68571200402,103,0.134,동해대로,강원도,속초시,노학동,weekday,100 
68571114801,107,0.035,,강원도,속초시,노학동,weekday,100 
68571114802,107,0.035,,강원도,속초시,노학동,weekday,100 
68571201201,107,0.036,,강원도,속초시,노학동,weekday,100 
68570455002,107,0.049,,강원도,속초시,노학동,weekday,100 
68570634201,107,0.056,,강원도,속초시,노학동,weekday,100 
68571452801,107,0.059,,강원도,속초시,노학동,weekday,100 
68570455301,107,0.074,먹거리1길,강원도,속초시,노학동,weekday,100 
68570504601,107,0.08,,강원도,속초시,노학동,weekday,100 
68570700201,107,0.1,,강원도,속초시,노학동,weekday,100 
68570551901,107,0.1,중앙로,강원도,속초시,노학동,weekday,100 
68570474701,107,0.124,,강원도,속초시,노학동,weekday,100 
68571370001,107,0.017,,강원도,속초시,대포동,weekday,100 
68470089401,107,0.029,,강원도,속초시,대포동,weekday,100 
68560434402,107,0.031,,강원도,속초시,대포동,weekday,100 
68560173601,107,0.032,설악산로836번길,강원도,속초시,대포동,weekday,100 
68470057001,107,0.045,,강원도,속초시,대포동,weekday,100 
68571475502,107,0.05,,강원도,속초시,대포동,weekday,100 
68560174602,107,0.068,,강원도,속초시,대포동,weekday,100 
68470015301,107,0.112,설악산로,강원도,속초시,대포동,weekday,100 
68470021701,107,0.21,설악산로,강원도,속초시,대포동,weekday,100 
68571416201,107,0.01,동명항길,강원도,속초시,동명동,weekday,100 
68570630501,107,0.086,,강원도,속초시,동명동,weekday,100 
68570630502,107,0.086,,강원도,속초시,동명동,weekday,100 
68571292001,107,0.007,,강원도,속초시,영랑동,weekday,100 
68571291001,107,0.008,,강원도,속초시,영랑동,weekday,100 
68571290001,107,0.013,,강원도,속초시,영랑동,weekday,100 
68571410601,107,0.013,,강원도,속초시,영랑동,weekday,100 
68570736701,107,0.016,,강원도,속초시,영랑동,weekday,100 
68570736702,107,0.016,,강원도,속초시,영랑동,weekday,100 
68571157001,107,0.016,,강원도,속초시,영랑동,weekday,100 
68570675001,107,0.041,,강원도,속초시,영랑동,weekday,100 
68571289802,107,0.064,,강원도,속초시,영랑동,weekday,100 
68570535501,107,0.095,,강원도,속초시,영랑동,weekday,100 
68570401702,107,0.119,중앙로419번길,강원도,속초시,영랑동,weekday,100 
68571111801,107,0.025,선사로5길,강원도,속초시,조양동,weekday,100 
68571111802,107,0.025,선사로5길,강원도,속초시,조양동,weekday,100 
68571430802,107,0.035,,강원도,속초시,조양동,weekday,100 
68570064402,107,0.043,,강원도,속초시,조양동,weekday,100 
68570064401,107,0.043,,강원도,속초시,조양동,weekday,100 
68570557501,107,0.044,철새길,강원도,속초시,조양동,weekday,100 
68570557502,107,0.044,철새길,강원도,속초시,조양동,weekday,100 
68570109601,103,0.022,동해대로,강원도,속초시,조양동,weekday,100 
68570615101,103,0.024,동해대로,강원도,속초시,조양동,weekday,100 
68570614001,103,0.066,동해대로,강원도,속초시,조양동,weekday,100 
68570373401,103,0.076,동해대로,강원도,속초시,조양동,weekday,100 
68570487601,103,0.161,동해대로,강원도,속초시,조양동,weekday,100 
68570300401,105,0.028,동해대로,강원도,속초시,노학동,weekday,100 
68570299901,105,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570102201,105,0.025,장안로,강원도,속초시,동명동,weekday,100 
68570102202,105,0.025,장안로,강원도,속초시,동명동,weekday,100 
68570795601,107,0.076,,강원도,속초시,조양동,weekday,100 
68570283101,107,0.126,선사로1길,강원도,속초시,조양동,weekday,100 
68570557202,107,0.132,철새길,강원도,속초시,조양동,weekday,100 
68570758001,107,0.024,설악금강대교로,강원도,속초시,청호동,weekday,100 
68570731701,107,0.036,새마을길,강원도,속초시,청호동,weekday,100 
68571345402,107,0.038,,강원도,속초시,청호동,weekday,100 
68570620902,107,0.045,미리내길,강원도,속초시,청호동,weekday,100 
68571477701,107,0.049,,강원도,속초시,청호동,weekday,100 
68571453302,107,0.107,청호해안길,강원도,속초시,청호동,weekday,100 
68571113602,103,0.011,동해대로,강원도,속초시,노학동,weekday,100 
68570755201,103,0.069,동해대로,강원도,속초시,노학동,weekday,100 
68570439602,103,0.072,동해대로,강원도,속초시,노학동,weekday,100 
68570373402,103,0.076,동해대로,강원도,속초시,조양동,weekday,100 
68571113601,103,0.011,동해대로,강원도,속초시,노학동,weekday,100 
68570681402,103,0.135,동해대로,강원도,속초시,노학동,weekday,100 
68570456302,103,0.031,동해대로,강원도,속초시,조양동,weekday,100 
68571216201,103,0.123,동해대로,강원도,속초시,조양동,weekday,100 
68570456002,103,0.018,동해대로,강원도,속초시,노학동,weekday,100 
68570905002,103,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570342101,103,0.056,동해대로,강원도,속초시,노학동,weekday,100 
68570755202,103,0.069,동해대로,강원도,속초시,노학동,weekday,100 
68571253002,107,0.17,영랑호반길,강원도,속초시,영랑동,weekday,100 
68570615102,103,0.024,동해대로,강원도,속초시,조양동,weekday,100 
68571096201,105,0.026,미시령로,강원도,속초시,노학동,weekday,100 
68570421901,105,0.051,미시령로,강원도,속초시,노학동,weekday,100 
68571460701,101,0.157,동해고속도로(삼척속초),강원도,속초시,노학동,weekday,100 
68571200401,103,0.134,동해대로,강원도,속초시,노학동,weekday,100 
68570107502,103,0.035,동해대로,강원도,속초시,조양동,weekday,100 
68570590801,103,0.037,동해대로,강원도,속초시,조양동,weekday,100 
68571216002,103,0.084,동해대로,강원도,속초시,조양동,weekday,100 
68570653702,105,0.143,미시령로,강원도,속초시,금호동,weekday,100 
68571448101,105,0.023,설악금강대교로,강원도,속초시,동명동,weekday,100 
68571448001,105,0.026,중앙로,강원도,속초시,동명동,weekday,100 
68570754401,103,0.019,동해대로,강원도,속초시,노학동,weekday,100 
68570440202,103,0.029,동해대로,강원도,속초시,노학동,weekday,100 
68570487901,103,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570487902,103,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570374801,103,0.005,동해대로,강원도,속초시,대포동,weekday,100 
68570375401,103,0.028,동해대로,강원도,속초시,대포동,weekday,100 
68570494302,103,0.031,동해대로,강원도,속초시,대포동,weekday,100 
68570755101,103,0.019,동해대로,강원도,속초시,노학동,weekday,100 
68570904401,103,0.053,동해대로,강원도,속초시,노학동,weekday,100 
68570375302,103,0.006,동해대로,강원도,속초시,대포동,weekday,100 
68570374902,103,0.023,동해대로,강원도,속초시,대포동,weekday,100 
68570615002,103,0.071,동해대로,강원도,속초시,조양동,weekday,100 
68570652702,105,0.082,미시령로,강원도,속초시,노학동,weekday,100 
68570755102,103,0.019,동해대로,강원도,속초시,노학동,weekday,100 
68570358401,103,0.039,동해대로,강원도,속초시,노학동,weekday,100 
68570614002,103,0.066,동해대로,강원도,속초시,조양동,weekday,100 
68570600101,105,0.281,미시령로,강원도,속초시,금호동,weekday,100 
68571112002,107,0.115,선사로5길,강원도,속초시,조양동,weekday,100 
68570319002,107,0.126,조양로22번길,강원도,속초시,조양동,weekday,100 
68570905001,103,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570342102,103,0.056,동해대로,강원도,속초시,노학동,weekday,100 
68570456201,103,0.012,동해대로,강원도,속초시,조양동,weekday,100 
68570501401,103,0.036,동해대로,강원도,속초시,조양동,weekday,100 
68570590902,103,0.081,동해대로,강원도,속초시,조양동,weekday,100 
68570414001,105,0.105,장안로,강원도,속초시,동명동,weekday,100 
68570456301,103,0.031,동해대로,강원도,속초시,조양동,weekday,100 
68570830901,103,0.068,동해대로,강원도,속초시,조양동,weekday,100 
68570414002,105,0.105,장안로,강원도,속초시,동명동,weekday,100 
68570904801,103,0.018,동해대로,강원도,속초시,노학동,weekday,100 
68571416202,107,0.01,동명항길,강원도,속초시,동명동,weekday,100 
68570456202,103,0.012,동해대로,강원도,속초시,조양동,weekday,100 
68570108902,103,0.17,동해대로,강원도,속초시,조양동,weekday,100 
68570456001,103,0.018,동해대로,강원도,속초시,노학동,weekday,100 
68570358402,103,0.039,동해대로,강원도,속초시,노학동,weekday,100 
68570355402,103,0.054,동해대로,강원도,속초시,노학동,weekday,100 
68571283601,107,0.024,대포항길,강원도,속초시,대포동,weekday,100 
68570830802,103,0.018,동해대로,강원도,속초시,조양동,weekday,100 
68570501402,103,0.036,동해대로,강원도,속초시,조양동,weekday,100 
68570645002,103,0.267,동해대로,강원도,속초시,조양동,weekday,100 
68570593701,105,0.159,미시령로,강원도,속초시,교동,weekday,100 
68571447901,105,0.019,장안로,강원도,속초시,동명동,weekday,100 
68570439601,103,0.072,동해대로,강원도,속초시,노학동,weekday,100 
68570501502,103,0.046,동해대로,강원도,속초시,조양동,weekday,100 
68570614202,103,0.055,동해대로,강원도,속초시,조양동,weekday,100 
68570654101,105,0.081,번영로,강원도,속초시,금호동,weekday,100 
68571448201,105,0.03,중앙로,강원도,속초시,동명동,weekday,100 
68570904802,103,0.018,동해대로,강원도,속초시,노학동,weekday,100 
68570590802,103,0.037,동해대로,강원도,속초시,조양동,weekday,100 
68570317902,103,0.108,동해대로,강원도,속초시,조양동,weekday,100 
68571215602,107,0.109,수복로201번길,강원도,속초시,금호동,weekday,100 
68570439502,103,0.123,동해대로,강원도,속초시,노학동,weekday,100 
68570754302,103,0.127,동해대로,강원도,속초시,노학동,weekday,100 
68570095501,103,0.22,동해대로,강원도,속초시,노학동,weekday,100 
68571416002,107,0.01,영금정로,강원도,속초시,동명동,weekday,100 
68570377301,103,0.031,동해대로,강원도,속초시,조양동,weekday,100 
68570681601,103,0.225,동해대로,강원도,속초시,노학동,weekday,100 
68570616301,103,0.07,동해대로,강원도,속초시,조양동,weekday,100 
68570645001,103,0.267,동해대로,강원도,속초시,조양동,weekday,100 
68570565101,105,0.071,장안로,강원도,속초시,동명동,weekday,100 
68570590901,103,0.081,동해대로,강원도,속초시,조양동,weekday,100 
68570652802,105,0.079,미시령로,강원도,속초시,교동,weekday,100 
68570501501,103,0.046,동해대로,강원도,속초시,조양동,weekday,100 
68570455202,107,0.069,먹거리1길,강원도,속초시,노학동,weekday,100 
68570108901,103,0.17,동해대로,강원도,속초시,조양동,weekday,100 
68570653701,105,0.143,미시령로,강원도,속초시,금호동,weekday,100 
68570648102,105,0.099,미시령로,강원도,속초시,노학동,weekday,100 
68570754301,103,0.127,동해대로,강원도,속초시,노학동,weekday,100 
68570615001,103,0.071,동해대로,강원도,속초시,조양동,weekday,100 
68571294402,103,0.015,동해대로,강원도,속초시,청호동,weekday,100 
68571475601,107,0.079,,강원도,속초시,대포동,weekday,100 
68570373501,103,0.091,동해대로,강원도,속초시,조양동,weekday,100 
68570654102,105,0.081,번영로,강원도,속초시,금호동,weekday,100 
68571286601,103,0.136,동해대로,강원도,속초시,대포동,weekday,100 
68571054201,103,0.008,동해대로,강원도,속초시,조양동,weekday,100 
68570494001,103,0.03,동해대로,강원도,속초시,조양동,weekday,100 
68571054402,103,0.005,동해대로,강원도,속초시,조양동,weekday,100 
68570830902,103,0.068,동해대로,강원도,속초시,조양동,weekday,100 
68571294601,103,0.008,동해대로,강원도,속초시,청호동,weekday,100 
68570095502,103,0.22,동해대로,강원도,속초시,노학동,weekday,100 
68571041801,103,0.038,동해대로,강원도,속초시,대포동,weekday,100 
68570600102,105,0.281,미시령로,강원도,속초시,금호동,weekday,100 
68570576202,107,0.151,신흥2길,강원도,속초시,노학동,weekday,100 
68571216202,103,0.123,동해대로,강원도,속초시,조양동,weekday,100 
68570719602,105,0.344,미시령로,강원도,속초시,노학동,weekday,100 
68570318902,103,0.031,동해대로,강원도,속초시,조양동,weekday,100 
68570373502,103,0.091,동해대로,강원도,속초시,조양동,weekday,100 
68570318901,103,0.031,동해대로,강원도,속초시,조양동,weekday,100 
68570565102,105,0.071,장안로,강원도,속초시,동명동,weekday,100 
68570334501,105,0.114,장안로,강원도,속초시,동명동,weekday,100 
68570654202,105,0.119,번영로,강원도,속초시,동명동,weekday,100 
68570454801,103,0.052,동해대로,강원도,속초시,노학동,weekday,100 
68570355401,103,0.054,동해대로,강원도,속초시,노학동,weekday,100 
68570616302,103,0.07,동해대로,강원도,속초시,조양동,weekday,100 
68571054202,103,0.008,동해대로,강원도,속초시,조양동,weekday,100 
68571054401,103,0.005,동해대로,강원도,속초시,조양동,weekday,100 
68571041602,103,0.047,동해대로,강원도,속초시,대포동,weekday,100 
68570299002,103,0.133,동해대로,강원도,속초시,조양동,weekday,100 
68571294602,103,0.008,동해대로,강원도,속초시,청호동,weekday,100 
68570426101,103,0.031,동해대로,강원도,속초시,노학동,weekday,100 
68570494002,103,0.03,동해대로,강원도,속초시,조양동,weekday,100 
68570754402,103,0.019,동해대로,강원도,속초시,노학동,weekday,100 
68571047002,107,0.067,,강원도,속초시,대포동,weekday,100 
68570654601,105,0.124,번영로,강원도,속초시,동명동,weekday,100 
68570681401,103,0.135,동해대로,강원도,속초시,노학동,weekday,100 
68570745601,103,0.008,동해대로,강원도,속초시,조양동,weekday,100 
68570621602,103,0.284,동해대로,강원도,속초시,대포동,weekday,100 
68570647902,105,0.102,미시령로,강원도,속초시,노학동,weekday,100 
68570454802,103,0.052,동해대로,강원도,속초시,노학동,weekday,100 
68570572401,103,0.053,동해대로,강원도,속초시,조양동,weekday,100 
68571286802,103,0.06,동해대로,강원도,속초시,대포동,weekday,100 
68570745502,103,0.111,동해대로,강원도,속초시,조양동,weekday,100 
68571294401,103,0.015,동해대로,강원도,속초시,청호동,weekday,100 
68570830801,103,0.018,동해대로,강원도,속초시,조양동,weekday,100 
68570654602,105,0.124,번영로,강원도,속초시,동명동,weekday,100 
68570801201,103,0.286,동해대로,강원도,속초시,청호동,weekday,100 
68571460901,101,0.198,동해고속도로(삼척속초),강원도,속초시,노학동,weekday,100 
68571286002,103,0.032,동해대로,강원도,속초시,대포동,weekday,100 
68571216001,103,0.084,동해대로,강원도,속초시,조양동,weekday,100 
69430087201,103,0.022,동해대로,강원도,고성군,현내면,weekday,100 
69430087202,103,0.022,동해대로,강원도,고성군,현내면,weekday,100 
69430071602,103,1.055,동해대로,강원도,고성군,현내면,weekday,100 
68380007202,103,0.009,진부령로,강원도,고성군,간성읍,weekday,100 
68380003301,103,0.025,진부령로,강원도,고성군,간성읍,weekday,100 
68380003302,103,0.025,진부령로,강원도,고성군,간성읍,weekday,100 
69410002901,103,0.035,동해대로,강원도,고성군,간성읍,weekday,100 
69410002902,103,0.035,동해대로,강원도,고성군,간성읍,weekday,100 
69410336001,103,0.037,동해대로,강원도,고성군,간성읍,weekday,100 
69410337201,103,0.04,동해대로,강원도,고성군,간성읍,weekday,100 
69410337202,103,0.04,동해대로,강원도,고성군,간성읍,weekday,100 
69410181402,103,0.018,간성로,강원도,고성군,거진읍,weekday,100 
69410007702,103,0.046,간성로,강원도,고성군,거진읍,weekday,100 
69410181601,103,0.053,간성로,강원도,고성군,거진읍,weekday,100 
69410452802,107,0.004,,강원도,고성군,간성읍,weekday,100 
69410388001,107,0.014,간성북로,강원도,고성군,간성읍,weekday,100 
69410351202,107,0.018,어천1길,강원도,고성군,간성읍,weekday,100 
69410304401,107,0.035,고성중앙길,강원도,고성군,간성읍,weekday,100 
69410303801,107,0.049,간성로52번길,강원도,고성군,간성읍,weekday,100 
69410315001,107,0.05,간성로39번길,강원도,고성군,간성읍,weekday,100 
69410098502,107,0.053,수성로,강원도,고성군,간성읍,weekday,100 
69410097902,107,0.054,간성로67번길,강원도,고성군,간성읍,weekday,100 
69410087001,107,0.067,간성로,강원도,고성군,간성읍,weekday,100 
69410315402,107,0.089,간성로29번길,강원도,고성군,간성읍,weekday,100 
69410300201,107,0.124,간성북로7번길,강원도,고성군,간성읍,weekday,100 
69420160601,107,0.008,,강원도,고성군,거진읍,weekday,100 
69420160602,107,0.008,,강원도,고성군,거진읍,weekday,100 
69410279402,107,0.008,건봉사로,강원도,고성군,거진읍,weekday,100 
69420149201,107,0.01,,강원도,고성군,거진읍,weekday,100 
69420149202,107,0.01,,강원도,고성군,거진읍,weekday,100 
69420092501,107,0.04,해오름해변길,강원도,고성군,거진읍,weekday,100 
69420046701,107,0.065,거탄진로129번길,강원도,고성군,거진읍,weekday,100 
69420113502,107,0.067,자산길,강원도,고성군,거진읍,weekday,100 
69420049801,107,0.086,거성길,강원도,고성군,거진읍,weekday,100 
68580360201,107,0.005,,강원도,고성군,죽왕면,weekday,100 
68580360202,107,0.005,,강원도,고성군,죽왕면,weekday,100 
69510034801,107,0.006,,강원도,고성군,죽왕면,weekday,100 
68580360001,107,0.009,,강원도,고성군,죽왕면,weekday,100 
68580360002,107,0.009,,강원도,고성군,죽왕면,weekday,100 
69510038701,107,0.017,,강원도,고성군,죽왕면,weekday,100 
68580124701,107,0.035,,강원도,고성군,죽왕면,weekday,100 
69510007702,107,0.072,,강원도,고성군,죽왕면,weekday,100 
68580128101,107,0.107,,강원도,고성군,죽왕면,weekday,100 
68470086201,107,0.006,,강원도,고성군,토성면,weekday,100 
68580132402,107,0.008,장새미길,강원도,고성군,토성면,weekday,100 
68580522801,107,0.01,,강원도,고성군,토성면,weekday,100 
68470070201,107,0.011,,강원도,고성군,토성면,weekday,100 
68470070202,107,0.011,,강원도,고성군,토성면,weekday,100 
68580514801,107,0.011,교암길,강원도,고성군,토성면,weekday,100 
68580403202,107,0.013,화원길,강원도,고성군,토성면,weekday,100 
68470072401,107,0.015,,강원도,고성군,토성면,weekday,100 
68470072402,107,0.015,,강원도,고성군,토성면,weekday,100 
68571412601,107,0.021,성대로,강원도,고성군,토성면,weekday,100 
68570394901,107,0.025,,강원도,고성군,토성면,weekday,100 
68470071001,107,0.026,,강원도,고성군,토성면,weekday,100 
68470072601,107,0.03,,강원도,고성군,토성면,weekday,100 
68570945201,107,0.035,,강원도,고성군,토성면,weekday,100 
68580505201,107,0.037,백촌길,강원도,고성군,토성면,weekday,100 
68580089901,107,0.043,백촌길,강원도,고성군,토성면,weekday,100 
68570379301,107,0.045,동해대로,강원도,고성군,토성면,weekday,100 
68570512901,107,0.051,,강원도,고성군,토성면,weekday,100 
68580062801,107,0.051,아야진남길,강원도,고성군,토성면,weekday,100 
68580062802,107,0.051,아야진남길,강원도,고성군,토성면,weekday,100 
68570391701,107,0.053,,강원도,고성군,토성면,weekday,100 
68470080602,107,0.086,,강원도,고성군,토성면,weekday,100 
68580092301,107,0.154,교암1길,강원도,고성군,토성면,weekday,100 
68580092302,107,0.154,교암1길,강원도,고성군,토성면,weekday,100 
68571055201,107,0.163,사진용촌길,강원도,고성군,토성면,weekday,100 
69430016501,107,0.008,명파4길,강원도,고성군,현내면,weekday,100 
69430016502,107,0.008,명파4길,강원도,고성군,현내면,weekday,100 
69430014901,107,0.011,마직령길,강원도,고성군,현내면,weekday,100 
69430007701,107,0.032,,강원도,고성군,현내면,weekday,100 
69430007702,107,0.032,,강원도,고성군,현내면,weekday,100 
69420258401,107,0.035,이승만별장길,강원도,고성군,현내면,weekday,100 
68570379302,107,0.045,동해대로,강원도,고성군,토성면,weekday,100 
69410188602,107,0.053,간성로,강원도,고성군,간성읍,weekday,100 
68571018402,107,0.032,,강원도,고성군,토성면,weekday,100 
68580405201,103,0.015,동해대로,강원도,고성군,죽왕면,weekday,100 
68580069402,103,0.026,동해대로,강원도,고성군,죽왕면,weekday,100 
69410006901,103,0.055,간성로,강원도,고성군,거진읍,weekday,100 
68580405402,103,0.012,동해대로,강원도,고성군,죽왕면,weekday,100 
68570505001,107,0.112,,강원도,고성군,토성면,weekday,100 
68570505201,107,0.05,,강원도,고성군,토성면,weekday,100 
68580404802,103,0.016,동해대로,강원도,고성군,죽왕면,weekday,100 
69410181602,103,0.053,간성로,강원도,고성군,거진읍,weekday,100 
69430077801,107,0.078,명파4길,강원도,고성군,현내면,weekday,100 
68580186701,103,0.1,동해대로,강원도,고성군,죽왕면,weekday,100 
69410303802,107,0.049,간성로52번길,강원도,고성군,간성읍,weekday,100 
69420082402,103,0.108,동해대로,강원도,고성군,거진읍,weekday,100 
69420082401,103,0.108,동해대로,강원도,고성군,거진읍,weekday,100 
68580069401,103,0.026,동해대로,강원도,고성군,죽왕면,weekday,100 
